"Country or Area","Year","Commodity","Flow","Trade (USD)","Weight (kg)","Quantity Name","Quantity"
"Norway","2009","Fish; fresh or chilled, halibut (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","Import","14481.743","2371","Weight in kilograms","2371"
"Norway","2009","Fish; fresh or chilled, plaice (Pleuronectes platessa), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","Export","3017497.976","1431538","Weight in kilograms","1431538"
"Norway","2009","Fish; fresh or chilled, plaice (Pleuronectes platessa), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","Import","19759.137","3654","Weight in kilograms","3654"
"Norway","2009","Fish; fresh or chilled, sole (Solea spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","Export","58984.17","4195","Weight in kilograms","4195"
"Norway","2009","Fish; fresh or chilled, sole (Solea spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","Import","17769.261","769","Weight in kilograms","769"
"Norway","2009","Fish; fresh or chilled, flat fish, n.e.c. in item no. 0302.2, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","Export","3093222.04","384862","Weight in kilograms","384862"
"Norway","2009","Fish; fresh or chilled, flat fish, n.e.c. in item no. 0302.2, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","Import","3110.523","182","Weight in kilograms","182"
"Norway","2009","Fish; fresh or chilled, yellowfin tunas (Thunnus albacares), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","Import","11946.731","668","Weight in kilograms","668"
"Norway","2009","Fish; fresh or chilled, Atlantic and Pacific bluefin tunas (Thunnus thynnus, Thunnus orientalis), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","Import","13799.527","462","Weight in kilograms","462"
"Norway","2009","Fish; fresh or chilled, southern bluefin tunas (Thunnus maccoyii), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","Import","30647.24","1135","Weight in kilograms","1135"
"Norway","2009","Fish; fresh or chilled, tuna, n.e.c. in item no. 0302.3, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","Import","78922.05","5431","Weight in kilograms","5431"
"Norway","2009","Herrings (Clupea harengus/pallasii), fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)","Export","31667083.873","63976171","Weight in kilograms","63976171"
"Norway","2009","Herrings (Clupea harengus/pallasii), fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)","Import","20455892.775","47295482","Weight in kilograms","47295482"
"Norway","2009","Cod (Gadus morhua/ogac/macrocephalus), fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)","Export","91122489.703","23163302","Weight in kilograms","23163302"
"Norway","2009","Cod (Gadus morhua/ogac/macrocephalus), fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)","Import","4952275.805","2402624","Weight in kilograms","2402624"
"Norway","2009","Sardines (Sardina pilchardus, Sardinops spp.)/sardinella (Sardinella spp.)/brisling/sprats (Sprattus sprattus), fresh/chilled (excl. fillets/other fish meat of 03.04/livers/roes)","Export","449872.607","708357","Weight in kilograms","708357"
"Norway","2009","Haddock (Melanogrammus aeglefinus), fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)","Export","20904358.967","9456325","Weight in kilograms","9456325"
"Norway","2009","Haddock (Melanogrammus aeglefinus), fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)","Import","238075.083","259585","Weight in kilograms","259585"
"Norway","2009","Coalfish (Pollachius virens), fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)","Export","14141560.236","8160775","Weight in kilograms","8160775"
"Norway","2009","Coalfish (Pollachius virens), fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)","Import","69969.437","82716","Weight in kilograms","82716"
"Norway","2009","Mackerel (Scomber scombrus/australasicus/japonicus), fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)","Export","10785392.127","6409256","Weight in kilograms","6409256"
"Norway","2009","Mackerel (Scomber scombrus/australasicus/japonicus), fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)","Import","112317876.434","81948074","Weight in kilograms","81948074"
"Norway","2009","Dogfish & other sharks, fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)","Export","1032978.175","497931","Weight in kilograms","497931"
"Norway","2009","Eels (Anguilla spp.), fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)","Export","19951.716","2391","Weight in kilograms","2391"
"Norway","2009","Eels (Anguilla spp.), fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)","Import","13930.087","560","Weight in kilograms","560"
"Norway","2009","Swordfish (Xiphias gladius), fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)","Import","665.518","30","Weight in kilograms","30"
"Norway","2009","Fish,n.e.s. in 03.02, fresh/chilled(excl. fillets/other fish meat of 03.04/livers & roes).","Export","42536228.426","9402410","Weight in kilograms","9402410"
"Norway","2009","Fish,n.e.s. in 03.02, fresh/chilled(excl. fillets/other fish meat of 03.04/livers & roes).","Import","2363301.37","905046","Weight in kilograms","905046"
"Norway","2009","Fish livers & roes, fresh/chilled","Export","1472172.273","703865","Weight in kilograms","703865"
"Norway","2009","Fish livers & roes, fresh/chilled","Import","66822.179","3368","Weight in kilograms","3368"
"Norway","2009","Trout (Salmo trutta, Oncorhynchus mykiss/clarki/aguabonita/gilae/apache/chrysogaster), frozen (excl. fillets/other fish meat of 03.04/livers & roes)","Export","95238394.499","18723171","Weight in kilograms","18723171"
"Norway","2009","Trout (Salmo trutta, Oncorhynchus mykiss/clarki/aguabonita/gilae/apache/chrysogaster), frozen (excl. fillets/other fish meat of 03.04/livers & roes)","Import","827487.094","158400","Weight in kilograms","158400"
"Norway","2009","Atlantic salmon (Salmo salar) & Danube salmon (Hucho hucho), frozen (excl. fillets/other fish meat of 03.04/livers & roes)","Export","196455548.887","43983771","Weight in kilograms","43983771"
"Norway","2009","Atlantic salmon (Salmo salar) & Danube salmon (Hucho hucho), frozen (excl. fillets/other fish meat of 03.04/livers & roes)","Import","53582.896","7200","Weight in kilograms","7200"
"Norway","2009","Fish; frozen, Nile perch (Lates niloticus) and snakeheads (Channa spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","Export","9158041.802","11261039","Weight in kilograms","11261039"
"Norway","2009","Fish; frozen, halibut (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","Export","36935682.229","7893574","Weight in kilograms","7893574"
"Norway","2009","Fish; frozen, halibut (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","Import","561725.492","128360","Weight in kilograms","128360"
"Norway","2009","Fish; frozen, plaice (Pleuronectes platessa), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","Export","35816.497","20543","Weight in kilograms","20543"
"Norway","2009","Fish; frozen, plaice (Pleuronectes platessa), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","Import","11534.38","1100","Weight in kilograms","1100"
"Norway","2009","Fish; frozen, sole (Solea spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","Import","15104.166","730","Weight in kilograms","730"
"Norway","2009","Fish; frozen, flat fish, n.e.c. in item no. 0303.3, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","Export","17327.013","1925","Weight in kilograms","1925"
"Norway","2009","Fish; frozen, flat fish, n.e.c. in item no. 0303.3, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","Import","12096.214","1107","Weight in kilograms","1107"
"Norway","2009","Fish; frozen, yellowfin tunas (Thunnus albacares), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","Import","2638.379","240","Weight in kilograms","240"
"Norway","2009","Fish; frozen, southern bluefin tunas (Thunnus maccoyii), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","Import","932.839","70","Weight in kilograms","70"
"Norway","2009","Fish; frozen, tuna, n.e.c. in item no. 0303.4, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","Import","106493.912","6995","Weight in kilograms","6995"
"Norway","2009","Fish; frozen, herrings (Clupea harengus, Clupea pallasii), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","Export","352325896.481","500067870","Weight in kilograms","500067870"
"Norway","2009","Fish; frozen, herrings (Clupea harengus, Clupea pallasii), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","Import","3554.838","594","Weight in kilograms","594"
"Norway","2009","Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus), frozen (excl. fillets/other fish meat of 03.04/livers & roes)","Export","72820438.437","28525362","Weight in kilograms","28525362"
"Norway","2009","Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus), frozen (excl. fillets/other fish meat of 03.04/livers & roes)","Import","71856652.386","25971477","Weight in kilograms","25971477"
"Norway","2009","Swordfish (Xiphias gladius), frozen (excl. fillets/other fish meat of 03.04/livers & roes)","Import","6106.389","500","Weight in kilograms","500"
"Norway","2009","Toothfish (Dissostichus spp.),frozen (excl. fillets/other fish meat of 03.04/livers & roes)","Export","87573.153","4282","Weight in kilograms","4282"
"Norway","2009","Toothfish (Dissostichus spp.),frozen (excl. fillets/other fish meat of 03.04/livers & roes)","Import","421110.446","25342","Weight in kilograms","25342"
"Norway","2009","Sardines (Sardina pilchardus, Sardinops spp.)/sardinella (Sardinella spp.)/brisling/sprats (Sprattus sprattus), frozen (excl. fillets/other fish meat of 03.04/livers & roes)","Export","3262571.736","2373290","Weight in kilograms","2373290"
"Norway","2009","Sardines (Sardina pilchardus, Sardinops spp.)/sardinella (Sardinella spp.)/brisling/sprats (Sprattus sprattus), frozen (excl. fillets/other fish meat of 03.04/livers & roes)","Import","5379.806","2250","Weight in kilograms","2250"
"Norway","2009","Haddock (Melanogrammus aeglefinus), frozen (excl. fillets/other fish meat of 03.04/livers & roes)","Export","95667759.44","47258601","Weight in kilograms","47258601"
"Norway","2009","Haddock (Melanogrammus aeglefinus), frozen (excl. fillets/other fish meat of 03.04/livers & roes)","Import","2824757.654","1986458","Weight in kilograms","1986458"
"Norway","2009","Coalfish (Pollachius virens), frozen (excl. fillets/other fish meat of 03.04/livers & roes)","Export","68974949.736","44547028","Weight in kilograms","44547028"
"Norway","2009","Coalfish (Pollachius virens), frozen (excl. fillets/other fish meat of 03.04/livers & roes)","Import","361382.359","320398","Weight in kilograms","320398"
"Norway","2009","Mackerel (Scomber scombrus/australasicus/japonicus), frozen (excl. fillets/other fish meat of 03.04/livers & roes)","Export","322885009.083","188257808","Weight in kilograms","188257808"
"Norway","2009","Mackerel (Scomber scombrus/australasicus/japonicus), frozen (excl. fillets/other fish meat of 03.04/livers & roes)","Import","1483937.557","1016261","Weight in kilograms","1016261"
"Norway","2009","Dogfish & other sharks, frozen (excl. fillets/other fish meat of 03.04/livers & roes)","Import","10873.95","900","Weight in kilograms","900"
"Norway","2009","Eels (Anguilla spp.), frozen (excl. fillets/other fish meat of 03.04/livers & roes)","Export","1094.09","245","Weight in kilograms","245"
"Norway","2009","Eels (Anguilla spp.), frozen (excl. fillets/other fish meat of 03.04/livers & roes)","Import","34429.007","3091","Weight in kilograms","3091"
"Norway","2009","Sea bass (Dicentrarchus labrax/punctatus), frozen (excl. fillets/other fish meat of 03.04/livers & roes)","Import","15972.123","697","Weight in kilograms","697"
"Norway","2009","Hake (Merluccius spp., Urophycis spp.), frozen (excl. fillets/other fish meat of 03.04/livers & roes)","Export","355410.027","230240","Weight in kilograms","230240"
"Norway","2009","Hake (Merluccius spp., Urophycis spp.), frozen (excl. fillets/other fish meat of 03.04/livers & roes)","Import","40652.279","13698","Weight in kilograms","13698"
"Norway","2009","Fish (excl. of 0303.71 - 0303.78),n.e.s., frozen (excl. fillets/other fish meat of 03.04/livers & roes)","Export","167764826.64","223014783","Weight in kilograms","223014783"
"Norway","2009","Fish (excl. of 0303.71 - 0303.78),n.e.s., frozen (excl. fillets/other fish meat of 03.04/livers & roes)","Import","1099352.063","386541","Weight in kilograms","386541"
"Norway","2009","Fish livers & roes, frozen","Export","16507060.759","3959448","Weight in kilograms","3959448"
"Norway","2009","Fish livers & roes, frozen","Import","1224453.455","474902","Weight in kilograms","474902"
"Norway","2009","Swordfish (Xiphias gladius),fresh/chilled","Import","17351.98","1326","Weight in kilograms","1326"
"Norway","2009","Toothfish (Dissostichus spp.),fresh/chilled ","Export","3463.717","150","Weight in kilograms","150"
"Norway","2009","Fish fillets&other fish meat (excl. of 0304.11-0304.12, whether/not minced), fresh/chilled","Export","526736046.012","68670560","Weight in kilograms","68670560"
"Norway","2009","Fish fillets&other fish meat (excl. of 0304.11-0304.12, whether/not minced), fresh/chilled","Import","3261897.631","319188","Weight in kilograms","319188"
"Norway","2009","Swordfish (Xiphias gladius),frozen fillets","Import","10907.981","1084","Weight in kilograms","1084"
"Norway","2009","Toothfish (Dissostichus spp.), frozen fillets","Import","9058.206","865","Weight in kilograms","865"
"Norway","2009","Fish fillets&other fish meat (excl. of 0304.21-0304.92, whether/not minced), frozen fillets","Export","549133502.677","119481857","Weight in kilograms","119481857"
"Norway","2009","Fish fillets&other fish meat (excl. of 0304.21-0304.92, whether/not minced), frozen fillets","Import","42309625.066","7314095","Weight in kilograms","7314095"
"Norway","2009","Fish meat, excluding fillets, whether or not minced; frozen, n.e.c. in item no. 0304.9","Export","161319113.142","129095069","Weight in kilograms","129095069"
"Norway","2009","Fish meat, excluding fillets, whether or not minced; frozen, n.e.c. in item no. 0304.9","Import","14974946.033","4638164","Weight in kilograms","4638164"
"Norway","2009","Fish; flours, meals and pellets, fit for human consumption","Import","526936.772","30170","Weight in kilograms","30170"
"Norway","2009","Fish; livers, roes and milt of fish, dried, smoked, salted or in brine","Export","6339637.503","1073394","Weight in kilograms","1073394"
"Norway","2009","Fish; livers, roes and milt of fish, dried, smoked, salted or in brine","Import","59813.165","2477","Weight in kilograms","2477"
"Norway","2009","Fish fillets, dried/salted/in brine but not smoked","Export","40160989.23","8674322","Weight in kilograms","8674322"
"Norway","2009","Fish fillets, dried/salted/in brine but not smoked","Import","1796579.958","149070","Weight in kilograms","149070"
"Norway","2009","Fish; smoked, whether or not cooked before or during smoking, salmon, Pacific (Oncorhynchus nerka, gorbuscha, keta, tschawytscha, kisutch, masou, rhodurus), Atlantic (Salmo salar) and Danube (Hucho hucho), includes fillets, but excludes edible fish offal","Export","28329647.601","1882383","Weight in kilograms","1882383"
"Norway","2009","Fish; smoked, whether or not cooked before or during smoking, salmon, Pacific (Oncorhynchus nerka, gorbuscha, keta, tschawytscha, kisutch, masou, rhodurus), Atlantic (Salmo salar) and Danube (Hucho hucho), includes fillets, but excludes edible fish offal","Import","335871.775","20914","Weight in kilograms","20914"
"Norway","2009","Fish; smoked, whether or not cooked before or during smoking, herrings (Clupea harengus, Clupea pallasii), includes fillets, but excludes edible fish offal","Export","375783.158","68963","Weight in kilograms","68963"
"Norway","2009","Fish; smoked, whether or not cooked before or during smoking, herrings (Clupea harengus, Clupea pallasii), includes fillets, but excludes edible fish offal","Import","79235.17","9065","Weight in kilograms","9065"
"Norway","2009","Fish; smoked, whether or not cooked before or during smoking, n.e.c. in item no. 0305.4, includes fillets, but excludes edible fish offal","Import","465887.03","27001","Weight in kilograms","27001"
"Norway","2009","Fish; dried, whether or not salted but not smoked, other than edible fish offal, cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)","Export","348403297.02","40041464","Weight in kilograms","40041464"
"Norway","2009","Fish; dried, whether or not salted but not smoked, other than edible fish offal, cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)","Import","613361.448","47847","Weight in kilograms","47847"
"Norway","2009","Fish; dried, whether or not salted but not smoked, other than edible fish offal, n.e.c. in item no. 0305.5","Export","243229203.22","55564590","Weight in kilograms","55564590"
"Norway","2009","Fish; dried, whether or not salted but not smoked, other than edible fish offal, n.e.c. in item no. 0305.5","Import","238386.613","52289","Weight in kilograms","52289"
"Norway","2009","Fish; salted or in brine, not dried or smoked, other than edible fish offal, herrings (Clupea harengas, Clupea pallasii)","Export","1154019.189","847950","Weight in kilograms","847950"
"Norway","2009","Fish; salted or in brine, not dried or smoked, other than edible fish offal, cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)","Export","110578502.113","20687487","Weight in kilograms","20687487"
"Norway","2009","Fish; salted or in brine, not dried or smoked, other than edible fish offal, cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)","Import","3282.906","994","Weight in kilograms","994"
"Norway","2009","Fish; salted or in brine, not dried or smoked, other than edible fish offal, anchovies (Engrails spp.)","Import","10123.671","3600","Weight in kilograms","3600"
"Norway","2009","Fish; salted or in brine, not dried or smoked, other than edible fish offal, n.e.c. in item no. 0305.6","Export","6199024.842","2177598","Weight in kilograms","2177598"
"Norway","2009","Fish; salted or in brine, not dried or smoked, other than edible fish offal, n.e.c. in item no. 0305.6","Import","1056566.468","241850","Weight in kilograms","241850"
"Norway","2009","Crustaceans; frozen, rock lobsters and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.), in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water","Export","153491.118","14082","Weight in kilograms","14082"
"Norway","2009","Crustaceans; frozen, rock lobsters and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.), in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water","Import","36040.404","2616","Weight in kilograms","2616"
"Norway","2009","Crustaceans; frozen, lobsters (Homarus spp.), in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water","Export","80476.199","4194","Weight in kilograms","4194"
"Norway","2009","Crustaceans; frozen, lobsters (Homarus spp.), in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water","Import","1016715.037","164216","Weight in kilograms","164216"
"Norway","2009","Shrimps & prawns, whether/not in shell, frozen","Export","8700410.857","3636900","Weight in kilograms","3636900"
"Norway","2009","Shrimps & prawns, whether/not in shell, frozen","Import","52387572.439","14631860","Weight in kilograms","14631860"
"Norway","2009","Crustaceans; frozen, crabs, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water","Export","41085118.974","3526708","Weight in kilograms","3526708"
"Norway","2009","Crustaceans; frozen, crabs, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water","Import","1604270.911","95256","Weight in kilograms","95256"
"Norway","2009","Crustaceans; frozen, n.e.c. in item no. 0306.1, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water","Export","324642.882","80904","Weight in kilograms","80904"
"Norway","2009","Crustaceans; frozen, n.e.c. in item no. 0306.1, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water","Import","951834.55","110207","Weight in kilograms","110207"
"Norway","2009","Crustaceans; not frozen, rock lobsters and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.), in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or boiling in water; edible flours, meals, pellets","Export","44307.621","1111","Weight in kilograms","1111"
"Norway","2009","Crustaceans; not frozen, lobsters (Homarus spp.), whether in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water; edible flours, meals, and pellets","Export","217855.252","5494","Weight in kilograms","5494"
"Norway","2009","Crustaceans; not frozen, lobsters (Homarus spp.), whether in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water; edible flours, meals, and pellets","Import","2648676.76","154826","Weight in kilograms","154826"
"Norway","2009","Shrimps & prawns, whether/not in shell, other than frozen","Export","8368275.686","1363979","Weight in kilograms","1363979"
"Norway","2009","Shrimps & prawns, whether/not in shell, other than frozen","Import","117475.522","24300","Weight in kilograms","24300"
"Norway","2009","Crustaceans; not frozen, crabs, whether in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water; edible flours, meals, and pellets","Export","4459301.303","358933","Weight in kilograms","358933"
"Norway","2009","Crustaceans; not frozen, crabs, whether in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water; edible flours, meals, and pellets","Import","62118.069","4174","Weight in kilograms","4174"
"Norway","2009","Crustaceans; not frozen, n.e.c. in item no. 0306.2, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water; including edible flours, meals, and pellets of crustaceans","Export","7885964.107","1024416","Weight in kilograms","1024416"
"Norway","2009","Crustaceans; not frozen, n.e.c. in item no. 0306.2, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water; including edible flours, meals, and pellets of crustaceans","Import","92062.42","21256","Weight in kilograms","21256"
"Norway","2009","Oysters, whether/not in shell, live/fresh/chilled/frozen/dried/salted/in brine","Import","318032.384","30867","Weight in kilograms","30867"
"Norway","2009","Molluscs; scallops and other molluscs of the family Pectinidae, whether in shell or not, live, fresh or chilled","Export","4420408.473","615058","Weight in kilograms","615058"
"Norway","2009","Molluscs; scallops and other molluscs of the family Pectinidae, whether in shell or not, live, fresh or chilled","Import","1073996.37","61905","Weight in kilograms","61905"
"Norway","2009","Molluscs; scallops and other molluscs of the family Pectinidae, whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process","Export","394095.648","19532","Weight in kilograms","19532"
"Norway","2009","Molluscs; scallops and other molluscs of the family Pectinidae, whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process","Import","3554923.699","237142","Weight in kilograms","237142"
"Norway","2009","Molluscs; mussels (Mytilus spp., Perna spp.), whether in shell or not, live, fresh or chilled","Export","996824.068","539933","Weight in kilograms","539933"
"Norway","2009","Molluscs; mussels (Mytilus spp., Perna spp.), whether in shell or not, live, fresh or chilled","Import","279457.445","95418","Weight in kilograms","95418"
"Norway","2009","Molluscs; mussels (Mytilus spp., Perna spp.), whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process","Export","47103.911","11700","Weight in kilograms","11700"
"Norway","2009","Molluscs; mussels (Mytilus spp., Perna spp.), whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process","Import","229679.215","51856","Weight in kilograms","51856"
"Norway","2009","Molluscs; cuttle fish and squid, whether in shell or not, live, fresh or chilled","Export","1439.81","265","Weight in kilograms","265"
"Norway","2009","Molluscs; cuttle fish and squid, whether in shell or not, live, fresh or chilled","Import","8961.996","1104","Weight in kilograms","1104"
"Norway","2009","Molluscs; cuttle fish and squid, whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process","Export","259804.218","127063","Weight in kilograms","127063"
"Norway","2009","Molluscs; cuttle fish and squid, whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process","Import","264361.389","66435","Weight in kilograms","66435"
"Norway","2009","Molluscs; octopus (Octopus spp.), live, fresh or chilled","Import","2886.934","173","Weight in kilograms","173"
"Norway","2009","Molluscs; octopus (Octopus spp.), dried, salted, in brine, or smoked, cooked or not before or during the smoking process","Import","229175.107","61231","Weight in kilograms","61231"
"Norway","2009","Molluscs; snails, other than sea snails, whether in shell or not, live, fresh, chilled, frozen, dried, salted, in brine, or smoked, cooked or not before or during the smoking process","Export","2714.552","730","Weight in kilograms","730"
"Norway","2009","Molluscs; snails, other than sea snails, whether in shell or not, live, fresh, chilled, frozen, dried, salted, in brine, or smoked, cooked or not before or during the smoking process","Import","3608.27","817","Weight in kilograms","817"
"Norway","2009","Molluscs; n.e.c. in heading 0307, whether in shell or not, live or fresh, chilled","Export","231659.073","15091","Weight in kilograms","15091"
"Norway","2009","Molluscs; n.e.c. in heading 0307, whether in shell or not, live or fresh, chilled","Import","182270.454","17741","Weight in kilograms","17741"
"Norway","2009","Molluscs; n.e.c. in heading 0307, whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process","Export","482518.629","61379","Weight in kilograms","61379"
"Norway","2009","Molluscs; n.e.c. in heading 0307, whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process","Import","113686.122","5485","Weight in kilograms","5485"

